"bairro","cidade","bairro-2","cidade-2","distancia","distancia_km"
"CAMPO GRANDE"," CARIACICA","ESPLANADA"," VENDA NOVA",99983,"100 km"
"CRUZEIRO DO SUL"," CARIACICA","BR-262, 5200 - Rio Branco"," CARIACICA",1574,"1,6 km"
"CRUZEIRO DO SUL"," CARIACICA","JARDIM CAMBURI"," VITORIA",31284,"31,3 km"
"CRUZEIRO DO SUL"," CARIACICA","JARDIM DA PENHA"," VITORIA",18561,"18,6 km"
"CRUZEIRO DO SUL"," CARIACICA","ENSEADA DO SUÁ"," VITORIA",13800,"13,8 km"
"CRUZEIRO DO SUL"," CARIACICA","FORTE SÃO JOÃO"," VITORIA",10667,"10,7 km"
"CRUZEIRO DO SUL"," CARIACICA","SÃO CRISTOVÃO"," VITORIA",14898,"14,9 km"
"CRUZEIRO DO SUL"," CARIACICA","SANTA MARTHA"," VITORIA",15591,"15,6 km"
"CRUZEIRO DO SUL"," CARIACICA","JARDIM CAMBURI"," VITORIA",31284,"31,3 km"
"CRUZEIRO DO SUL"," CARIACICA","PRAIA DO CANTO"," VITORIA",16537,"16,5 km"
"CRUZEIRO DO SUL"," CARIACICA","CENTRO"," VITORIA",15646,"15,6 km"
"CRUZEIRO DO SUL"," CARIACICA","ITARARE"," VITORIA",15938,"15,9 km"
"CRUZEIRO DO SUL"," CARIACICA","JABOUR"," VITORIA",30864,"30,9 km"
"CRUZEIRO DO SUL"," CARIACICA","GRANDE VITÓRIA"," VITORIA",13542,"13,5 km"
"CRUZEIRO DO SUL"," CARIACICA","ALTO LAGE"," CARIACICA",4523,"4,5 km"
"CRUZEIRO DO SUL"," CARIACICA","OPERARIOS"," CARIACICA",6473,"6,5 km"
"CRUZEIRO DO SUL"," CARIACICA","SANTA CECILIA"," CARIACICA",2917,"2,9 km"
"CRUZEIRO DO SUL"," CARIACICA","VILA CAPIXABA"," CARIACICA",1607,"1,6 km"
"CRUZEIRO DO SUL"," CARIACICA","VERA CRUZ"," CARIACICA",3842,"3,8 km"
"CRUZEIRO DO SUL"," CARIACICA","CAMPO VERDE"," CARIACICA",9176,"9,2 km"
"CRUZEIRO DO SUL"," CARIACICA","ITACIBA"," CARIACICA",6861,"6,9 km"
"CRUZEIRO DO SUL"," CARIACICA","TUCUM"," CARIACICA",7583,"7,6 km"
"CRUZEIRO DO SUL"," CARIACICA","ITANGUA"," CARIACICA",3506,"3,5 km"
"CRUZEIRO DO SUL"," CARIACICA","PORTO DE SANTANA"," CARIACICA",7474,"7,5 km"
"CRUZEIRO DO SUL"," CARIACICA","NOVA ROSA PENHA"," CARIACICA",12555,"12,6 km"
"CRUZEIRO DO SUL"," CARIACICA","ITAPEMIRIM"," CARIACICA",3456,"3,5 km"
"CRUZEIRO DO SUL"," CARIACICA","JARDIM CAMPO GRANDE"," CARIACICA",3496,"3,5 km"
"CRUZEIRO DO SUL"," CARIACICA","SÃO GERALDO"," CARIACICA",2094,"2,1 km"
"CRUZEIRO DO SUL"," CARIACICA","CAMPO GRANDE"," CARIACICA",1310,"1,3 km"
"CRUZEIRO DO SUL"," CARIACICA","JARDIM AMÉRICA"," CARIACICA",5689,"5,7 km"
"CRUZEIRO DO SUL"," CARIACICA","CARIACICA SEDE"," CARIACICA",12643,"12,6 km"
"CRUZEIRO DO SUL"," CARIACICA","BOA SORTE"," CARIACICA",3820,"3,8 km"
"CRUZEIRO DO SUL"," CARIACICA","SÃO FRANCISCO"," CARIACICA",1834,"1,8 km"
"CRUZEIRO DO SUL"," CARIACICA","VALE DOS REIS"," CARIACICA",7725,"7,7 km"
"CRUZEIRO DO SUL"," CARIACICA","SANTO ANDRÉ"," CARIACICA",1454,"1,5 km"
"CRUZEIRO DO SUL"," CARIACICA","FLEXAL II"," CARIACICA",9036,"9,0 km"
"CRUZEIRO DO SUL"," CARIACICA","SÃO FRANCISCO"," CARIACICA",1834,"1,8 km"
"CRUZEIRO DO SUL"," CARIACICA","SANTA BARBARA"," CARIACICA",1154,"1,2 km"
"CRUZEIRO DO SUL"," CARIACICA","N R DA PENHA"," CARIACICA",1356,"1,4 km"
"CRUZEIRO DO SUL"," CARIACICA","SANTO ANDRÉ"," CARIACICA",1454,"1,5 km"
"CRUZEIRO DO SUL"," CARIACICA","PORTO DE CARIACICA"," CARIACICA",11215,"11,2 km"
"CRUZEIRO DO SUL"," CARIACICA","SÃO GERALDO"," CARIACICA",2094,"2,1 km"
"CRUZEIRO DO SUL"," CARIACICA","CASTELO BRANCO"," CARIACICA",5210,"5,2 km"
"CRUZEIRO DO SUL"," CARIACICA","PLANETA 2"," CARIACICA",9484,"9,5 km"
"CRUZEIRO DO SUL"," CARIACICA","VILA GRAUNA"," CARIACICA",7810,"7,8 km"
"CRUZEIRO DO SUL"," CARIACICA","ROSA DA PENHA"," CARIACICA",1456,"1,5 km"
"CRUZEIRO DO SUL"," CARIACICA","TIRADENTE"," CARIACICA",1676,"1,7 km"
"CRUZEIRO DO SUL"," CARIACICA","BOM BOSCO"," CARIACICA",2380,"2,4 km"
"CRUZEIRO DO SUL"," CARIACICA","VALE DA ESPERANÇA"," CARIACICA",4992,"5,0 km"
"CRUZEIRO DO SUL"," CARIACICA","ITAQUARI. BELA AURORA"," CARIACICA",4169,"4,2 km"
"CRUZEIRO DO SUL"," CARIACICA","CRUZEIRO DO SUL"," CARIACICA",0,"1 m"
"CRUZEIRO DO SUL"," CARIACICA","NOVA ROSA DA PENHA"," CARIACICA",12555,"12,6 km"
"CRUZEIRO DO SUL"," CARIACICA","FLEXAL I"," CARIACICA",9215,"9,2 km"
"CRUZEIRO DO SUL"," CARIACICA","NOVA BRASÍLIA"," CARIACICA",3665,"3,7 km"
"CRUZEIRO DO SUL"," CARIACICA","JUCU"," VIANA",15744,"15,7 km"
"CRUZEIRO DO SUL"," CARIACICA","SANTA TEREZINHA"," VIANA",5168,"5,2 km"
"CRUZEIRO DO SUL"," CARIACICA","VILA BETÂNIA"," VIANA",3105,"3,1 km"
"CRUZEIRO DO SUL"," CARIACICA","PEDRA MULATA"," VIANA",19106,"19,1 km"
"CRUZEIRO DO SUL"," CARIACICA","ARLINDO VILASQUE"," VIANA",4644,"4,6 km"
"CRUZEIRO DO SUL"," CARIACICA","VILA NOVA"," VIANA",5149,"5,1 km"
"CRUZEIRO DO SUL"," CARIACICA","UNIVERSAL"," VIANA",8725,"8,7 km"
"CRUZEIRO DO SUL"," CARIACICA","CARIOCA"," VIANA",4423438,"4.423 km"
"CRUZEIRO DO SUL"," CARIACICA","PRIMAVERA"," VIANA",6476,"6,5 km"
"CRUZEIRO DO SUL"," CARIACICA","MARCILIO DE NORONHA"," VIANA",5510,"5,5 km"
"CRUZEIRO DO SUL"," CARIACICA","BOM PASTOR"," VIANA",12639,"12,6 km"
"CRUZEIRO DO SUL"," CARIACICA","VILA BETHANIA"," VIANA",3105,"3,1 km"
"CRUZEIRO DO SUL"," CARIACICA","IPANEMA"," VIANA",8635,"8,6 km"
"CRUZEIRO DO SUL"," CARIACICA","PRAIA DAS GAIVOTAS"," VILA VELHA",13784,"13,8 km"
"CRUZEIRO DO SUL"," CARIACICA","CENTRO"," VILA VELHA",15954,"16,0 km"
"CRUZEIRO DO SUL"," CARIACICA","SANTOS DUMONT"," VILA VELHA",12755,"12,8 km"
"CRUZEIRO DO SUL"," CARIACICA","JARDIM MARILÂNDIA"," VILA VELHA",7858,"7,9 km"
"CRUZEIRO DO SUL"," CARIACICA","RIO MARINHO"," VILA VELHA",6727,"6,7 km"
"CRUZEIRO DO SUL"," CARIACICA","RIVIEIRA DA BARRA"," VILA VELHA",17770,"17,8 km"
"CRUZEIRO DO SUL"," CARIACICA","GLÓRIA"," VILA VELHA",12676,"12,7 km"
"CRUZEIRO DO SUL"," CARIACICA","VALE ENCANTADO"," VILA VELHA",12257,"12,3 km"
"CRUZEIRO DO SUL"," CARIACICA","PRAIA DA COSTA"," VILA VELHA",19594,"19,6 km"
"CRUZEIRO DO SUL"," CARIACICA","JARDIM ASTECA"," VILA VELHA",12556,"12,6 km"
"CRUZEIRO DO SUL"," CARIACICA","TERRA VERMELHA"," VILA VELHA",21545,"21,5 km"
"CRUZEIRO DO SUL"," CARIACICA","PRAIA DE ITAPARICA"," VILA VELHA",15578,"15,6 km"
"CRUZEIRO DO SUL"," CARIACICA","ALECRIM"," VILA VELHA",9094,"9,1 km"
"CRUZEIRO DO SUL"," CARIACICA","DIVINO ESPIRITO SANTO"," VILA VELHA",15091,"15,1 km"
"CRUZEIRO DO SUL"," CARIACICA","BOA VISTA"," VILA VELHA",16032,"16,0 km"
"CRUZEIRO DO SUL"," CARIACICA","SANTA MONICA"," VILA VELHA",14495,"14,5 km"
"CRUZEIRO DO SUL"," CARIACICA","ILHA DOS BENTOS"," VILA VELHA",13596,"13,6 km"
"CRUZEIRO DO SUL"," CARIACICA","NOVA ALMEIDA"," SERRA",54200,"54,2 km"
"CRUZEIRO DO SUL"," CARIACICA","BOULEVARD LAGOA"," SERRA",40009,"40,0 km"
"CRUZEIRO DO SUL"," CARIACICA","PARQUE JACARAIPE"," SERRA",42809,"42,8 km"
"CRUZEIRO DO SUL"," CARIACICA","CENTRAL DE CARAPINA"," SERRA",30549,"30,5 km"
"CRUZEIRO DO SUL"," CARIACICA","JARDIM ATLANTICO"," SERRA",44397,"44,4 km"
"CRUZEIRO DO SUL"," CARIACICA","LARANJEIRAS VELHAS"," SERRA",33174,"33,2 km"
"CRUZEIRO DO SUL"," CARIACICA","CIDADE POMAR"," SERRA",38548,"38,5 km"
"CRUZEIRO DO SUL"," CARIACICA","PRAIA CARAPEUS"," SERRA",37538,"37,5 km"
"CRUZEIRO DO SUL"," CARIACICA","COLINA LARANJEIRA"," SERRA",33936,"33,9 km"
"CRUZEIRO DO SUL"," CARIACICA","RESIDENCIAL JACARAI"," SERRA",45379,"45,4 km"
"CRUZEIRO DO SUL"," CARIACICA","JARDIM CARAPINA"," SERRA",27005,"27,0 km"
"CRUZEIRO DO SUL"," CARIACICA","CARAPINA GRANDE"," SERRA",27771,"27,8 km"
"CRUZEIRO DO SUL"," CARIACICA","NOVO HORIZONTE"," SERRA",31813,"31,8 km"
"CRUZEIRO DO SUL"," CARIACICA","PLANALTO SERRANO"," SERRA",40566,"40,6 km"
"CRUZEIRO DO SUL"," CARIACICA","VALPARAISO"," SERRA",32683,"32,7 km"
"CRUZEIRO DO SUL"," CARIACICA","CIVIT II"," SERRA",36604,"36,6 km"
"CRUZEIRO DO SUL"," CARIACICA","ITAPEBUSSU"," GUARAPARI",47169,"47,2 km"
"CRUZEIRO DO SUL"," CARIACICA","RECANTO DA SEREIA"," GUARAPARI",31340,"31,3 km"
"CRUZEIRO DO SUL"," CARIACICA","SÃO JUDAS TADEU"," GUARAPARI",48513,"48,5 km"
"CRUZEIRO DO SUL"," CARIACICA","MEAIPE"," GUARAPARI",60557,"60,6 km"
"CRUZEIRO DO SUL"," CARIACICA","BELA VISTA"," COLATINA",150565,"151 km"
"CRUZEIRO DO SUL"," CARIACICA","CENTRO"," COLATINA",151095,"151 km"
"CRUZEIRO DO SUL"," CARIACICA","NOSSA SENHORA DA APARECIDA"," COLATINA",151302,"151 km"
"CRUZEIRO DO SUL"," CARIACICA","CENTRO"," MARECHAL FLORIANO",43294,"43,3 km"
"CRUZEIRO DO SUL"," CARIACICA","TREVO SANTA MARIA"," MARECHAL FLORIANO",53573,"53,6 km"
"CRUZEIRO DO SUL"," CARIACICA","PEDRA AZUL"," DOMINGOS MARTINS",85422,"85,4 km"
"CRUZEIRO DO SUL"," CARIACICA","ESPLANADA"," VENDA NOVA",99565,"99,6 km"
"JARDIM AMÉRICA"," CARIACICA","BR-262, 5200 - Rio Branco"," CARIACICA",5108,"5,1 km"
"JARDIM AMÉRICA"," CARIACICA","JARDIM CAMBURI"," VITORIA",17152,"17,2 km"
"JARDIM AMÉRICA"," CARIACICA","JARDIM DA PENHA"," VITORIA",13399,"13,4 km"
"JARDIM AMÉRICA"," CARIACICA","ENSEADA DO SUÁ"," VITORIA",8638,"8,6 km"
"JARDIM AMÉRICA"," CARIACICA","FORTE SÃO JOÃO"," VITORIA",5506,"5,5 km"
"JARDIM AMÉRICA"," CARIACICA","SÃO CRISTOVÃO"," VITORIA",9736,"9,7 km"
"JARDIM AMÉRICA"," CARIACICA","SANTA MARTHA"," VITORIA",10430,"10,4 km"
"JARDIM AMÉRICA"," CARIACICA","JARDIM CAMBURI"," VITORIA",17152,"17,2 km"
"JARDIM AMÉRICA"," CARIACICA","PRAIA DO CANTO"," VITORIA",11375,"11,4 km"
"JARDIM AMÉRICA"," CARIACICA","CENTRO"," VITORIA",10485,"10,5 km"
"JARDIM AMÉRICA"," CARIACICA","ITARARE"," VITORIA",10777,"10,8 km"
"JARDIM AMÉRICA"," CARIACICA","JABOUR"," VITORIA",15206,"15,2 km"
"JARDIM AMÉRICA"," CARIACICA","GRANDE VITÓRIA"," VITORIA",8380,"8,4 km"
"JARDIM AMÉRICA"," CARIACICA","ALTO LAGE"," CARIACICA",2835,"2,8 km"
"JARDIM AMÉRICA"," CARIACICA","OPERARIOS"," CARIACICA",10007,"10,0 km"
"JARDIM AMÉRICA"," CARIACICA","SANTA CECILIA"," CARIACICA",4960,"5,0 km"
"JARDIM AMÉRICA"," CARIACICA","VILA CAPIXABA"," CARIACICA",5130,"5,1 km"
"JARDIM AMÉRICA"," CARIACICA","VERA CRUZ"," CARIACICA",1658,"1,7 km"
"JARDIM AMÉRICA"," CARIACICA","CAMPO VERDE"," CARIACICA",9238,"9,2 km"
"JARDIM AMÉRICA"," CARIACICA","ITACIBA"," CARIACICA",3393,"3,4 km"
"JARDIM AMÉRICA"," CARIACICA","TUCUM"," CARIACICA",6026,"6,0 km"
"JARDIM AMÉRICA"," CARIACICA","ITANGUA"," CARIACICA",4509,"4,5 km"
"JARDIM AMÉRICA"," CARIACICA","PORTO DE SANTANA"," CARIACICA",4084,"4,1 km"
"JARDIM AMÉRICA"," CARIACICA","NOVA ROSA PENHA"," CARIACICA",16089,"16,1 km"
"JARDIM AMÉRICA"," CARIACICA","ITAPEMIRIM"," CARIACICA",5028,"5,0 km"
"JARDIM AMÉRICA"," CARIACICA","JARDIM CAMPO GRANDE"," CARIACICA",9575,"9,6 km"
"JARDIM AMÉRICA"," CARIACICA","SÃO GERALDO"," CARIACICA",2923,"2,9 km"
"JARDIM AMÉRICA"," CARIACICA","CAMPO GRANDE"," CARIACICA",3804,"3,8 km"
"JARDIM AMÉRICA"," CARIACICA","CRUZEIRO DO SUL"," CARIACICA",5192,"5,2 km"
"JARDIM AMÉRICA"," CARIACICA","CARIACICA SEDE"," CARIACICA",16177,"16,2 km"
"JARDIM AMÉRICA"," CARIACICA","BOA SORTE"," CARIACICA",2585,"2,6 km"
"JARDIM AMÉRICA"," CARIACICA","SÃO FRANCISCO"," CARIACICA",7091,"7,1 km"
"JARDIM AMÉRICA"," CARIACICA","VALE DOS REIS"," CARIACICA",11259,"11,3 km"
"JARDIM AMÉRICA"," CARIACICA","SANTO ANDRÉ"," CARIACICA",7533,"7,5 km"
"JARDIM AMÉRICA"," CARIACICA","FLEXAL II"," CARIACICA",12570,"12,6 km"
"JARDIM AMÉRICA"," CARIACICA","SÃO FRANCISCO"," CARIACICA",7091,"7,1 km"
"JARDIM AMÉRICA"," CARIACICA","SANTA BARBARA"," CARIACICA",7233,"7,2 km"
"JARDIM AMÉRICA"," CARIACICA","N R DA PENHA"," CARIACICA",4864,"4,9 km"
"JARDIM AMÉRICA"," CARIACICA","SANTO ANDRÉ"," CARIACICA",7533,"7,5 km"
"JARDIM AMÉRICA"," CARIACICA","PORTO DE CARIACICA"," CARIACICA",14749,"14,7 km"
"JARDIM AMÉRICA"," CARIACICA","SÃO GERALDO"," CARIACICA",2923,"2,9 km"
"JARDIM AMÉRICA"," CARIACICA","CASTELO BRANCO"," CARIACICA",5799,"5,8 km"
"JARDIM AMÉRICA"," CARIACICA","PLANETA 2"," CARIACICA",13018,"13,0 km"
"JARDIM AMÉRICA"," CARIACICA","VILA GRAUNA"," CARIACICA",6976,"7,0 km"
"JARDIM AMÉRICA"," CARIACICA","ROSA DA PENHA"," CARIACICA",4666,"4,7 km"
"JARDIM AMÉRICA"," CARIACICA","TIRADENTE"," CARIACICA",7755,"7,8 km"
"JARDIM AMÉRICA"," CARIACICA","BOM BOSCO"," CARIACICA",3808,"3,8 km"
"JARDIM AMÉRICA"," CARIACICA","VALE DA ESPERANÇA"," CARIACICA",2348,"2,3 km"
"JARDIM AMÉRICA"," CARIACICA","ITAQUARI. BELA AURORA"," CARIACICA",2903,"2,9 km"
"JARDIM AMÉRICA"," CARIACICA","CRUZEIRO DO SUL"," CARIACICA",5192,"5,2 km"
"JARDIM AMÉRICA"," CARIACICA","NOVA ROSA DA PENHA"," CARIACICA",16089,"16,1 km"
"JARDIM AMÉRICA"," CARIACICA","FLEXAL I"," CARIACICA",7361,"7,4 km"
"JARDIM AMÉRICA"," CARIACICA","NOVA BRASÍLIA"," CARIACICA",5065,"5,1 km"
"JARDIM AMÉRICA"," CARIACICA","JUCU"," VIANA",19278,"19,3 km"
"JARDIM AMÉRICA"," CARIACICA","SANTA TEREZINHA"," VIANA",11966,"12,0 km"
"JARDIM AMÉRICA"," CARIACICA","VILA BETÂNIA"," VIANA",8343,"8,3 km"
"JARDIM AMÉRICA"," CARIACICA","PEDRA MULATA"," VIANA",16022,"16,0 km"
"JARDIM AMÉRICA"," CARIACICA","ARLINDO VILASQUE"," VIANA",10723,"10,7 km"
"JARDIM AMÉRICA"," CARIACICA","VILA NOVA"," VIANA",12574,"12,6 km"
"JARDIM AMÉRICA"," CARIACICA","UNIVERSAL"," VIANA",12258,"12,3 km"
"JARDIM AMÉRICA"," CARIACICA","CARIOCA"," VIANA",522701,"523 km"
"JARDIM AMÉRICA"," CARIACICA","PRIMAVERA"," VIANA",10010,"10,0 km"
"JARDIM AMÉRICA"," CARIACICA","MARCILIO DE NORONHA"," VIANA",9043,"9,0 km"
"JARDIM AMÉRICA"," CARIACICA","BOM PASTOR"," VIANA",16173,"16,2 km"
"JARDIM AMÉRICA"," CARIACICA","VILA BETHANIA"," VIANA",8343,"8,3 km"
"JARDIM AMÉRICA"," CARIACICA","IPANEMA"," VIANA",12169,"12,2 km"
"JARDIM AMÉRICA"," CARIACICA","PRAIA DAS GAIVOTAS"," VILA VELHA",7927,"7,9 km"
"JARDIM AMÉRICA"," CARIACICA","CENTRO"," VILA VELHA",10097,"10,1 km"
"JARDIM AMÉRICA"," CARIACICA","SANTOS DUMONT"," VILA VELHA",6899,"6,9 km"
"JARDIM AMÉRICA"," CARIACICA","JARDIM MARILÂNDIA"," VILA VELHA",3484,"3,5 km"
"JARDIM AMÉRICA"," CARIACICA","RIO MARINHO"," VILA VELHA",4274,"4,3 km"
"JARDIM AMÉRICA"," CARIACICA","RIVIEIRA DA BARRA"," VILA VELHA",14686,"14,7 km"
"JARDIM AMÉRICA"," CARIACICA","GLÓRIA"," VILA VELHA",7515,"7,5 km"
"JARDIM AMÉRICA"," CARIACICA","VALE ENCANTADO"," VILA VELHA",9731,"9,7 km"
"JARDIM AMÉRICA"," CARIACICA","PRAIA DA COSTA"," VILA VELHA",14432,"14,4 km"
"JARDIM AMÉRICA"," CARIACICA","JARDIM ASTECA"," VILA VELHA",6699,"6,7 km"
"JARDIM AMÉRICA"," CARIACICA","TERRA VERMELHA"," VILA VELHA",18462,"18,5 km"
"JARDIM AMÉRICA"," CARIACICA","PRAIA DE ITAPARICA"," VILA VELHA",9722,"9,7 km"
"JARDIM AMÉRICA"," CARIACICA","ALECRIM"," VILA VELHA",3932,"3,9 km"
"JARDIM AMÉRICA"," CARIACICA","DIVINO ESPIRITO SANTO"," VILA VELHA",9235,"9,2 km"
"JARDIM AMÉRICA"," CARIACICA","BOA VISTA"," VILA VELHA",10176,"10,2 km"
"JARDIM AMÉRICA"," CARIACICA","SANTA MONICA"," VILA VELHA",8639,"8,6 km"
"JARDIM AMÉRICA"," CARIACICA","ILHA DOS BENTOS"," VILA VELHA",7740,"7,7 km"
"JARDIM AMÉRICA"," CARIACICA","NOVA ALMEIDA"," SERRA",45089,"45,1 km"
"JARDIM AMÉRICA"," CARIACICA","BOULEVARD LAGOA"," SERRA",30898,"30,9 km"
"JARDIM AMÉRICA"," CARIACICA","PARQUE JACARAIPE"," SERRA",33698,"33,7 km"
"JARDIM AMÉRICA"," CARIACICA","CENTRAL DE CARAPINA"," SERRA",21438,"21,4 km"
"JARDIM AMÉRICA"," CARIACICA","JARDIM ATLANTICO"," SERRA",35286,"35,3 km"
"JARDIM AMÉRICA"," CARIACICA","LARANJEIRAS VELHAS"," SERRA",24063,"24,1 km"
"JARDIM AMÉRICA"," CARIACICA","CIDADE POMAR"," SERRA",29437,"29,4 km"
"JARDIM AMÉRICA"," CARIACICA","PRAIA CARAPEUS"," SERRA",28427,"28,4 km"
"JARDIM AMÉRICA"," CARIACICA","COLINA LARANJEIRA"," SERRA",24825,"24,8 km"
"JARDIM AMÉRICA"," CARIACICA","RESIDENCIAL JACARAI"," SERRA",36268,"36,3 km"
"JARDIM AMÉRICA"," CARIACICA","JARDIM CARAPINA"," SERRA",30539,"30,5 km"
"JARDIM AMÉRICA"," CARIACICA","CARAPINA GRANDE"," SERRA",31305,"31,3 km"
"JARDIM AMÉRICA"," CARIACICA","NOVO HORIZONTE"," SERRA",23804,"23,8 km"
"JARDIM AMÉRICA"," CARIACICA","PLANALTO SERRANO"," SERRA",31455,"31,5 km"
"JARDIM AMÉRICA"," CARIACICA","VALPARAISO"," SERRA",23572,"23,6 km"
"JARDIM AMÉRICA"," CARIACICA","CIVIT II"," SERRA",27494,"27,5 km"
"JARDIM AMÉRICA"," CARIACICA","ITAPEBUSSU"," GUARAPARI",50703,"50,7 km"
"JARDIM AMÉRICA"," CARIACICA","RECANTO DA SEREIA"," GUARAPARI",28256,"28,3 km"
"JARDIM AMÉRICA"," CARIACICA","SÃO JUDAS TADEU"," GUARAPARI",52047,"52,0 km"
"JARDIM AMÉRICA"," CARIACICA","MEAIPE"," GUARAPARI",64090,"64,1 km"
"JARDIM AMÉRICA"," CARIACICA","BELA VISTA"," COLATINA",141455,"141 km"
"JARDIM AMÉRICA"," CARIACICA","CENTRO"," COLATINA",141984,"142 km"
"JARDIM AMÉRICA"," CARIACICA","NOSSA SENHORA DA APARECIDA"," COLATINA",142192,"142 km"
"JARDIM AMÉRICA"," CARIACICA","CENTRO"," MARECHAL FLORIANO",46828,"46,8 km"
"JARDIM AMÉRICA"," CARIACICA","TREVO SANTA MARIA"," MARECHAL FLORIANO",57107,"57,1 km"
"JARDIM AMÉRICA"," CARIACICA","PEDRA AZUL"," DOMINGOS MARTINS",88956,"89,0 km"
"JARDIM AMÉRICA"," CARIACICA","ESPLANADA"," VENDA NOVA",103099,"103 km"
"CARIACICA SEDE"," CARIACICA","BR-262, 5200 - Rio Branco"," CARIACICA",12605,"12,6 km"
"CARIACICA SEDE"," CARIACICA","JARDIM CAMBURI"," VITORIA",24176,"24,2 km"
"CARIACICA SEDE"," CARIACICA","JARDIM DA PENHA"," VITORIA",27819,"27,8 km"
"CARIACICA SEDE"," CARIACICA","ENSEADA DO SUÁ"," VITORIA",19571,"19,6 km"
"CARIACICA SEDE"," CARIACICA","FORTE SÃO JOÃO"," VITORIA",16439,"16,4 km"
"CARIACICA SEDE"," CARIACICA","SÃO CRISTOVÃO"," VITORIA",28930,"28,9 km"
"CARIACICA SEDE"," CARIACICA","SANTA MARTHA"," VITORIA",28831,"28,8 km"
"CARIACICA SEDE"," CARIACICA","JARDIM CAMBURI"," VITORIA",24176,"24,2 km"
"CARIACICA SEDE"," CARIACICA","PRAIA DO CANTO"," VITORIA",29156,"29,2 km"
"CARIACICA SEDE"," CARIACICA","CENTRO"," VITORIA",29595,"29,6 km"
"CARIACICA SEDE"," CARIACICA","ITARARE"," VITORIA",28733,"28,7 km"
"CARIACICA SEDE"," CARIACICA","JABOUR"," VITORIA",23755,"23,8 km"
"CARIACICA SEDE"," CARIACICA","GRANDE VITÓRIA"," VITORIA",19313,"19,3 km"
"CARIACICA SEDE"," CARIACICA","ALTO LAGE"," CARIACICA",10751,"10,8 km"
"CARIACICA SEDE"," CARIACICA","OPERARIOS"," CARIACICA",12347,"12,3 km"
"CARIACICA SEDE"," CARIACICA","SANTA CECILIA"," CARIACICA",12015,"12,0 km"
"CARIACICA SEDE"," CARIACICA","VILA CAPIXABA"," CARIACICA",10966,"11,0 km"
"CARIACICA SEDE"," CARIACICA","VERA CRUZ"," CARIACICA",12251,"12,3 km"
"CARIACICA SEDE"," CARIACICA","CAMPO VERDE"," CARIACICA",4976,"5,0 km"
"CARIACICA SEDE"," CARIACICA","ITACIBA"," CARIACICA",11836,"11,8 km"
"CARIACICA SEDE"," CARIACICA","TUCUM"," CARIACICA",8593,"8,6 km"
"CARIACICA SEDE"," CARIACICA","ITANGUA"," CARIACICA",12604,"12,6 km"
"CARIACICA SEDE"," CARIACICA","PORTO DE SANTANA"," CARIACICA",11004,"11,0 km"
"CARIACICA SEDE"," CARIACICA","NOVA ROSA PENHA"," CARIACICA",4012,"4,0 km"
"CARIACICA SEDE"," CARIACICA","ITAPEMIRIM"," CARIACICA",15695,"15,7 km"
"CARIACICA SEDE"," CARIACICA","JARDIM CAMPO GRANDE"," CARIACICA",15736,"15,7 km"
"CARIACICA SEDE"," CARIACICA","SÃO GERALDO"," CARIACICA",15272,"15,3 km"
"CARIACICA SEDE"," CARIACICA","CAMPO GRANDE"," CARIACICA",13767,"13,8 km"
"CARIACICA SEDE"," CARIACICA","CRUZEIRO DO SUL"," CARIACICA",13096,"13,1 km"
"CARIACICA SEDE"," CARIACICA","JARDIM AMÉRICA"," CARIACICA",13270,"13,3 km"
"CARIACICA SEDE"," CARIACICA","BOA SORTE"," CARIACICA",17204,"17,2 km"
"CARIACICA SEDE"," CARIACICA","SÃO FRANCISCO"," CARIACICA",11692,"11,7 km"
"CARIACICA SEDE"," CARIACICA","VALE DOS REIS"," CARIACICA",11307,"11,3 km"
"CARIACICA SEDE"," CARIACICA","SANTO ANDRÉ"," CARIACICA",13694,"13,7 km"
"CARIACICA SEDE"," CARIACICA","FLEXAL II"," CARIACICA",5078,"5,1 km"
"CARIACICA SEDE"," CARIACICA","SÃO FRANCISCO"," CARIACICA",11692,"11,7 km"
"CARIACICA SEDE"," CARIACICA","SANTA BARBARA"," CARIACICA",13393,"13,4 km"
"CARIACICA SEDE"," CARIACICA","N R DA PENHA"," CARIACICA",14448,"14,4 km"
"CARIACICA SEDE"," CARIACICA","SANTO ANDRÉ"," CARIACICA",13694,"13,7 km"
"CARIACICA SEDE"," CARIACICA","PORTO DE CARIACICA"," CARIACICA",3235,"3,2 km"
"CARIACICA SEDE"," CARIACICA","SÃO GERALDO"," CARIACICA",15272,"15,3 km"
"CARIACICA SEDE"," CARIACICA","CASTELO BRANCO"," CARIACICA",17450,"17,4 km"
"CARIACICA SEDE"," CARIACICA","PLANETA 2"," CARIACICA",3121,"3,1 km"
"CARIACICA SEDE"," CARIACICA","VILA GRAUNA"," CARIACICA",7614,"7,6 km"
"CARIACICA SEDE"," CARIACICA","ROSA DA PENHA"," CARIACICA",14548,"14,5 km"
"CARIACICA SEDE"," CARIACICA","TIRADENTE"," CARIACICA",13915,"13,9 km"
"CARIACICA SEDE"," CARIACICA","BOM BOSCO"," CARIACICA",12085,"12,1 km"
"CARIACICA SEDE"," CARIACICA","VALE DA ESPERANÇA"," CARIACICA",17016,"17,0 km"
"CARIACICA SEDE"," CARIACICA","ITAQUARI. BELA AURORA"," CARIACICA",17553,"17,6 km"
